name	Fis1
ENSG00000053918	0.775300232
ENSG00000106258	0.060410493
ENSG00000201724	0
ENSG00000201728	0
ENSG00000270532	0
ENSG00000270533	0.156489774
ENSG00000114383	16.07949992
ENSG00000114388	5.687256327
ENSG00000237357	0.067571544
ENSG00000237356	0.405460709
ENSG00000241035	0
ENSG00000237353	0.020155796
ENSG00000237352	0
ENSG00000237351	0
ENSG00000237350	1.714432416
ENSG00000206897	0.87351886
ENSG00000237359	0
ENSG00000147027	0.444193175
ENSG00000279355	0.525832306
ENSG00000279354	0
ENSG00000279357	0
ENSG00000279356	0.082008006
ENSG00000240927	0
ENSG00000240925	0
ENSG00000240929	0
ENSG00000260118	0
ENSG00000047634	3.339298768
ENSG00000150938	131.1121514
ENSG00000264538	3.384422914
ENSG00000169093	4.142113819
ENSG00000233670	0
ENSG00000233671	0.042215846
ENSG00000233672	0.012513788
ENSG00000233673	0.068152919
ENSG00000233674	0
ENSG00000110400	7.663735654
ENSG00000233677	0
ENSG00000279689	0.032280636
ENSG00000138356	0.125462212
ENSG00000120833	1.320204641
ENSG00000120832	1.970476425
ENSG00000120837	9.036848717
ENSG00000246560	1.381505196
ENSG00000236003	0
ENSG00000274308	0
ENSG00000274307	0.508278787
ENSG00000266970	2.444823409
ENSG00000266973	0
ENSG00000266975	0
ENSG00000266977	0.253663774
ENSG00000233985	0
ENSG00000233981	0
ENSG00000021488	0.022367734
ENSG00000094841	5.243432238
ENSG00000268257	0
ENSG00000252030	0.61796813
ENSG00000257830	0
ENSG00000122958	42.03916714
ENSG00000196628	0.045923462
ENSG00000183166	0
ENSG00000122952	62.65697888
ENSG00000055813	0.04376369
ENSG00000146085	10.11793005
ENSG00000232587	0
ENSG00000232586	0.040339586
ENSG00000224057	0.269122258
ENSG00000224050	0.590735636
ENSG00000224051	34.93067272
ENSG00000162975	0.710568859
ENSG00000162976	15.03930702
ENSG00000162971	2.302308093
ENSG00000162972	7.153818252
ENSG00000279785	0.097301515
ENSG00000163006	2.976610464
ENSG00000168056	5.849514212
ENSG00000163002	8.729143489
ENSG00000163001	23.2190285
ENSG00000118579	6.871026813
ENSG00000092445	2.600604117
ENSG00000163009	1.224860394
ENSG00000242314	0
ENSG00000114405	9.113286213
ENSG00000207369	0
ENSG00000262434	0.7171482
ENSG00000166181	27.46457111
ENSG00000252034	0
ENSG00000166183	0
ENSG00000166189	8.881104833
ENSG00000166188	5.300587656
ENSG00000198704	0
ENSG00000198700	22.35805063
ENSG00000179912	7.764225702
ENSG00000179914	0
ENSG00000179915	0.002388528
ENSG00000179918	151.7236515
ENSG00000064933	6.539539527
ENSG00000064932	11.73001624
ENSG00000255663	0
ENSG00000174576	0
ENSG00000170892	23.22248164
ENSG00000170893	0
ENSG00000227006	0.539735231
ENSG00000174579	13.8068271
ENSG00000170899	3.73906234
ENSG00000250012	0.270181415
ENSG00000250016	0
ENSG00000226239	0.028856932
ENSG00000020181	0.649912382
ENSG00000156689	0
ENSG00000114948	1.248447684
ENSG00000232876	0.29412154
ENSG00000076258	0.207708001
ENSG00000156687	0
ENSG00000232873	0
ENSG00000255993	0
ENSG00000232872	0
ENSG00000107821	2.074033087
ENSG00000185760	4.151407038
ENSG00000185761	6.505968471
ENSG00000257621	2.751955794
ENSG00000226186	0.172883941
ENSG00000226180	1.001150973
ENSG00000213658	0.039337926
ENSG00000157087	0.017143828
ENSG00000101266	59.22254191
ENSG00000101265	0.474072443
ENSG00000130656	0
ENSG00000110367	28.20189683
ENSG00000213654	0.281985457
ENSG00000033800	3.56318038
ENSG00000274204	0.434797936
ENSG00000164463	2.778927469
ENSG00000058262	90.39227842
ENSG00000164465	5.196406007
ENSG00000214820	0.053341602
ENSG00000214826	5.44030036
ENSG00000214827	1.379371003
ENSG00000174876	0
ENSG00000257596	2.212914446
ENSG00000257594	0.064555293
ENSG00000257591	0.026356173
ENSG00000068323	38.82998343
ENSG00000272630	0.115984701
ENSG00000281591	0.017272972
ENSG00000241418	0
ENSG00000171858	56.49908034
ENSG00000171853	4.871817931
ENSG00000278965	0
ENSG00000174871	2.133767192
ENSG00000274209	0
ENSG00000183401	1.257832768
ENSG00000252412	0
ENSG00000252414	0
ENSG00000252417	0
ENSG00000138802	11.99845689
ENSG00000138801	13.22785835
ENSG00000206149	2.509500904
ENSG00000174574	84.83410574
ENSG00000206140	0.108097705
ENSG00000206145	0
ENSG00000247315	15.48347339
ENSG00000247317	0.120610442
ENSG00000103995	3.036729284
ENSG00000103994	16.66347417
ENSG00000075539	6.192277608
ENSG00000184988	2.712011099
ENSG00000184985	0.036782653
ENSG00000184984	0.009986076
ENSG00000168556	11.32450433
ENSG00000184986	0.732214339
ENSG00000065371	0.012857239
ENSG00000184983	54.64304633
ENSG00000273328	0
ENSG00000154065	0.054535131
ENSG00000253898	0
ENSG00000253893	0
ENSG00000205611	0.012989491
ENSG00000253896	0.1195247
ENSG00000253894	0
ENSG00000187189	6.434260514
ENSG00000182359	0.663453094
ENSG00000007372	0.120018604
ENSG00000182352	0
ENSG00000187185	0
ENSG00000187186	0.063381347
ENSG00000187187	8.151937528
ENSG00000181915	14.68641215
ENSG00000197238	0.155734596
ENSG00000066855	35.92759106
ENSG00000071051	23.83786226
ENSG00000273321	0.206722435
ENSG00000071054	15.54576561
ENSG00000069188	0.635590896
ENSG00000273327	0.125597847
ENSG00000248323	0.220034107
ENSG00000074660	0.152218717
ENSG00000135778	1.923598285
ENSG00000135776	13.32116262
ENSG00000135775	3.84498437
ENSG00000135773	0
ENSG00000265566	0.41344487
ENSG00000168702	0.102269374
ENSG00000258968	0
ENSG00000203616	3.663270535
ENSG00000188636	11.22666469
ENSG00000103375	0.040878961
ENSG00000163536	8.07192118
ENSG00000159763	0
ENSG00000159761	0.162350487
ENSG00000261544	0
ENSG00000274628	0.087980317
ENSG00000189326	0.092942407
ENSG00000189325	0.015548449
ENSG00000282386	1.145416984
ENSG00000185787	40.87581356
ENSG00000256139	0.383004423
ENSG00000152422	4.059283926
ENSG00000136167	0.206599896
ENSG00000118965	4.307007586
ENSG00000235133	0.173400013
ENSG00000118960	14.08781789
ENSG00000118961	6.617402915
ENSG00000092871	4.005902898
ENSG00000132749	0.617438413
ENSG00000132746	0
ENSG00000165646	0.19715056
ENSG00000132744	0
ENSG00000165644	3.529458483
ENSG00000165643	0
ENSG00000117122	2.610517856
ENSG00000132740	8.859359342
ENSG00000261839	0
ENSG00000107789	19.64548551
ENSG00000250900	0.391435338
ENSG00000183323	1.237650241
ENSG00000250903	0.418794521
ENSG00000137936	2.212036654
ENSG00000104472	30.14433935
ENSG00000205929	0.141680498
ENSG00000177425	7.29846419
ENSG00000177426	23.60439833
ENSG00000177427	3.175942029
ENSG00000185100	0.764461354
ENSG00000185101	0.252682957
ENSG00000205922	0.628517718
ENSG00000256739	0.103730365
ENSG00000205927	0.086648276
ENSG00000229305	0
ENSG00000224550	0.944536654
ENSG00000132507	64.67173683
ENSG00000144354	23.72878235
ENSG00000144355	2.542188368
ENSG00000144357	10.7138221
ENSG00000109762	4.858769347
ENSG00000182177	0
ENSG00000228653	0.25674698
ENSG00000174125	0.307417001
ENSG00000205015	0
ENSG00000263809	0.075269199
ENSG00000257534	0.154082239
ENSG00000235703	0.413412176
ENSG00000235700	0.562151654
ENSG00000186654	0.708537501
ENSG00000235706	0.202890128
ENSG00000173166	2.74131233
ENSG00000173163	10.56384483
ENSG00000257539	0
ENSG00000205018	0.096173848
ENSG00000251247	1.949377727
ENSG00000275811	0
ENSG00000281530	0
ENSG00000275273	0
ENSG00000259030	0.031037083
ENSG00000275278	0
ENSG00000197006	14.4417439
ENSG00000115808	23.10334391
ENSG00000110063	7.261125526
ENSG00000079805	12.85969475
ENSG00000102032	0.084719014
ENSG00000102030	2.694976998
ENSG00000088179	3.386896929
ENSG00000102034	28.6138144
ENSG00000102038	48.28989646
ENSG00000270040	0.390733212
ENSG00000277118	0
ENSG00000076351	1.03015713
ENSG00000076356	0.168606064
ENSG00000064703	6.601242545
ENSG00000270048	1.987836646
ENSG00000270049	0.692035068
ENSG00000255815	0.040451953
ENSG00000255817	0
ENSG00000255811	0.103730365
ENSG00000255819	0.044821763
ENSG00000185681	0.066922816
ENSG00000185684	1.676483477
ENSG00000253245	0.062060902
ENSG00000185686	9.755875143
ENSG00000185689	0.01750196
ENSG00000143036	0.404942518
ENSG00000143033	8.739401716
ENSG00000282849	7.010741887
ENSG00000217275	0.46564332
ENSG00000282842	0.208703009
ENSG00000282840	0
ENSG00000246763	0.743459951
ENSG00000259462	0.069512171
ENSG00000072121	5.004101788
ENSG00000154928	0.116912889
ENSG00000222800	0.304130912
ENSG00000216895	0.600624859
ENSG00000008988	126.8205641
ENSG00000185933	0
ENSG00000226798	0
ENSG00000270276	0.48181652
ENSG00000226797	0
ENSG00000226790	0
ENSG00000226792	0
ENSG00000089220	90.62537341
ENSG00000153936	19.39167188
ENSG00000153930	0.139450797
ENSG00000089225	0
ENSG00000157693	9.115803665
ENSG00000153933	6.041086415
ENSG00000025156	17.60728884
ENSG00000233783	0
ENSG00000175471	12.67108149
ENSG00000175470	6.740601313
ENSG00000204843	26.52094971
ENSG00000204842	7.391933141
ENSG00000021645	0.007478469
ENSG00000109944	2.693443144
ENSG00000146247	5.742272526
ENSG00000109943	0.021715516
ENSG00000146242	5.485809783
ENSG00000146243	0.693186208
ENSG00000278311	8.711260883
ENSG00000182768	7.625408662
ENSG00000279123	0.407356271
ENSG00000104848	0.10629278
ENSG00000079112	0.029781597
ENSG00000272092	0.105808751
ENSG00000103811	3.430918782
ENSG00000273164	0.117351524
ENSG00000273165	0.259325912
ENSG00000225329	0.048917056
ENSG00000225328	0
ENSG00000238765	0.472268327
ENSG00000272097	1.22417344
ENSG00000225323	0
ENSG00000276085	0
ENSG00000165985	0.069902532
ENSG00000165983	3.526262309
ENSG00000160211	31.91841212
ENSG00000257279	0.0830634
ENSG00000116717	60.72813731
ENSG00000205356	2.33227416
ENSG00000116711	0.060614613
ENSG00000115353	0.043774683
ENSG00000115350	16.09532613
ENSG00000115355	9.714134224
ENSG00000137547	76.33021963
ENSG00000257272	0
ENSG00000225093	0
ENSG00000111843	82.53827471
ENSG00000225091	3.468000251
ENSG00000111846	13.52976917
ENSG00000225096	0.964933625
ENSG00000111845	37.24150603
ENSG00000225099	0
ENSG00000126091	3.569277098
ENSG00000223872	0.106390118
ENSG00000249196	0.15347161
ENSG00000223875	0
ENSG00000223878	0.712748518
ENSG00000249199	0
ENSG00000121318	0
ENSG00000121310	4.206583609
ENSG00000125676	15.04650474
ENSG00000081760	2.93440788
ENSG00000121316	14.43535268
ENSG00000117448	19.93377876
ENSG00000221539	7.849865433
ENSG00000129128	11.34398062
ENSG00000217130	5.132361817
ENSG00000260612	0
ENSG00000244615	0
ENSG00000244617	0.13341526
ENSG00000111727	4.528420821
ENSG00000111726	32.61389582
ENSG00000260641	0.102867016
ENSG00000260640	0
ENSG00000260643	0.694800806
ENSG00000164221	4.274107333
ENSG00000260645	0.109447017
ENSG00000111725	12.40645719
ENSG00000260647	0.077555413
ENSG00000260646	0.085174493
ENSG00000284505	0.088013643
ENSG00000267919	0.107175285
ENSG00000104731	4.396823616
ENSG00000213326	11.69710324
ENSG00000120440	0
ENSG00000175137	10.73952251
ENSG00000175130	40.31014477
ENSG00000128694	3.972036291
ENSG00000128692	27.33252942
ENSG00000222047	0.023106207
ENSG00000222046	0.062160518
ENSG00000222041	2.101020117
ENSG00000128699	16.18801709
ENSG00000163346	6.259916059
ENSG00000219891	0.841361558
ENSG00000265802	0.389859089
ENSG00000226968	0.064328908
ENSG00000226969	0
ENSG00000226963	0
ENSG00000226961	0.236134163
ENSG00000226964	30.30309719
ENSG00000226965	0
ENSG00000261519	0.060826182
ENSG00000261512	2.957391163
ENSG00000261513	0
ENSG00000261514	0
ENSG00000256274	0.024173535
ENSG00000134627	0.42056541
ENSG00000257496	0.103361217
ENSG00000178460	0.018284232
ENSG00000105438	57.26321649
ENSG00000178462	0
ENSG00000178464	14.04943358
ENSG00000178467	2.356706099
ENSG00000170619	10.07646079
ENSG00000170615	0.017201363
ENSG00000131055	0
ENSG00000131051	39.66852155
ENSG00000257497	0.940712619
ENSG00000236641	0
ENSG00000047578	5.93120556
ENSG00000047579	9.040719855
ENSG00000105784	0.086331853
ENSG00000176401	11.0571563
ENSG00000107872	1.724972358
ENSG00000107874	32.33566381
ENSG00000172613	8.429802721
ENSG00000175868	0.132791729
ENSG00000135577	0
ENSG00000104783	1.465912846
ENSG00000252929	0
ENSG00000022355	0.008376208
ENSG00000283930	0.234999764
ENSG00000230521	0.238313863
ENSG00000147654	7.906164386
ENSG00000147650	4.592697172
ENSG00000143570	62.70114769
ENSG00000266527	0
ENSG00000143578	2.320359672
ENSG00000279121	0
ENSG00000231548	0
ENSG00000231549	0
ENSG00000223224	0.675453537
ENSG00000223225	0
ENSG00000223220	0
ENSG00000231544	0.354922633
ENSG00000176692	0.7266986
ENSG00000163904	16.36766474
ENSG00000163902	153.0802415
ENSG00000163900	9.026983002
ENSG00000239392	0
ENSG00000163909	3.82394155
ENSG00000264745	0.071100372
ENSG00000264743	1.022693736
ENSG00000176697	0.022515118
ENSG00000051128	1.120360689
ENSG00000172366	3.65796868
ENSG00000052850	0.111126791
ENSG00000172361	0.721797459
ENSG00000233820	0.741727876
ENSG00000233822	0.827267177
ENSG00000233825	0.606673673
ENSG00000119865	0.343818796
ENSG00000266522	0.098874901
ENSG00000119866	0.034680003
ENSG00000124743	0.030344247
ENSG00000124749	0.00820698
ENSG00000274578	0
ENSG00000146122	0.022419531
ENSG00000177628	22.80248191
ENSG00000224794	0.032670981
ENSG00000224792	0
ENSG00000224790	0.153810249
ENSG00000269533	0
ENSG00000269534	0
ENSG00000163694	1.203388781
ENSG00000166557	6.90683332
ENSG00000166558	0
ENSG00000265437	0
ENSG00000108100	16.32520508
ENSG00000224870	11.91687294
ENSG00000129295	0.31365553
ENSG00000122741	9.959678535
ENSG00000129292	5.226909085
ENSG00000163428	25.14519592
ENSG00000242296	0.219203789
ENSG00000229677	0.10542469
ENSG00000229676	0.0136841
ENSG00000229672	0.459201614
ENSG00000229671	0
ENSG00000261520	0
ENSG00000127249	0.009660569
ENSG00000133275	14.06413588
ENSG00000269910	0.54288789
ENSG00000248383	0.025099671
ENSG00000127241	0
ENSG00000163421	0
ENSG00000183853	4.44227395
ENSG00000163239	0
ENSG00000167962	26.93767904
ENSG00000163235	1.111919283
ENSG00000169118	4.372226326
ENSG00000211460	64.600456
ENSG00000235890	2.145963213
ENSG00000235897	0.299147494
ENSG00000230952	0
ENSG00000116690	0.011516456
ENSG00000116691	13.87876244
ENSG00000116698	24.2008416
ENSG00000137269	4.495759157
ENSG00000186787	1.809136218
ENSG00000133961	9.431365274
ENSG00000133962	0
ENSG00000137266	1.305664289
ENSG00000137267	19.50875648
ENSG00000137265	0.049244663
ENSG00000272872	1.506631233
ENSG00000154548	0.319310709
ENSG00000267072	0
ENSG00000267070	0
ENSG00000080608	13.5405104
ENSG00000267078	0
ENSG00000080603	0.263384398
ENSG00000116128	6.722761702
ENSG00000186510	0.066845805
ENSG00000116120	44.48490082
ENSG00000220891	0
ENSG00000116127	3.583546794
ENSG00000127863	0.443080611
ENSG00000060642	8.192919872
ENSG00000254732	0.200306911
ENSG00000121297	0
ENSG00000064545	9.80838413
ENSG00000064547	1.481464537
ENSG00000186517	0.28677431
ENSG00000265056	0
ENSG00000249388	0.110017053
ENSG00000176563	0.171962712
ENSG00000164849	0.202208559
ENSG00000164845	1.519430693
ENSG00000164841	0.04038165
ENSG00000254739	0.21239124
ENSG00000039523	6.414048168
ENSG00000217702	0.229782453
ENSG00000213281	39.28743845
ENSG00000249437	0.012212552
ENSG00000130203	50.66548929
ENSG00000130202	15.688837
ENSG00000130204	25.76191017
ENSG00000187514	185.0662709
ENSG00000130208	0.471884681
ENSG00000168297	4.242211551
ENSG00000259678	0.207460729
ENSG00000168291	8.583429284
ENSG00000202441	1.210187588
ENSG00000134343	0
ENSG00000227043	0
ENSG00000168298	0.231123359
ENSG00000232838	0
ENSG00000196391	0.511887594
ENSG00000196396	17.23551498
ENSG00000189420	0.085634896
ENSG00000189423	0.627827632
ENSG00000232832	0.321525854
ENSG00000206356	0
ENSG00000269321	0
ENSG00000158315	0.561146016
ENSG00000145476	0.106617934
ENSG00000273366	2.115532778
ENSG00000198542	1.430114778
ENSG00000273365	0
ENSG00000273363	0
ENSG00000198546	1.171149278
ENSG00000198547	0
ENSG00000163577	15.859451
ENSG00000163576	0.055814561
ENSG00000134590	78.99317591
ENSG00000242889	0
ENSG00000112812	3.261329726
ENSG00000257270	6.657391493
ENSG00000078246	25.58399714
ENSG00000272183	0.268516198
ENSG00000212396	2.620556581
ENSG00000212398	0
ENSG00000258502	0
ENSG00000197044	1.223441538
ENSG00000197045	18.23029256
ENSG00000145526	0.478788413
ENSG00000139946	0.286836434
ENSG00000198093	0.119771143
ENSG00000198090	0
ENSG00000197043	6.903889389
ENSG00000198099	0.023680801
ENSG00000159445	4.47245636
ENSG00000177359	0.095558589
ENSG00000248176	0
ENSG00000102854	0.680730518
ENSG00000119138	3.030730654
ENSG00000119139	3.883095132
ENSG00000102858	11.26650419
ENSG00000088992	0.331764822
ENSG00000162620	0.145902283
ENSG00000162623	8.142024636
ENSG00000162624	0
ENSG00000162627	14.81030731
ENSG00000259705	0.059793108
ENSG00000273983	0.024093324
ENSG00000071575	0.329187905
ENSG00000141068	2.234572757
ENSG00000273989	0.192986725
ENSG00000013725	0.019499498
ENSG00000165168	0.013133395
ENSG00000165169	12.70810921
ENSG00000159197	0.055270223
ENSG00000159199	38.74081198
ENSG00000165164	0
ENSG00000144655	8.151257279
ENSG00000148175	54.72863342
ENSG00000158828	2.642593243
ENSG00000233055	0.4780988
ENSG00000233056	0.040878961
ENSG00000233058	0.139159148
ENSG00000266189	2.050200148
ENSG00000144659	30.08421696
ENSG00000158825	0.060320877
ENSG00000280890	0.316023144
ENSG00000070190	0.038317285
ENSG00000281202	0
ENSG00000152611	0
ENSG00000279786	0
ENSG00000281207	2.250948913
ENSG00000173114	0
ENSG00000284471	0
ENSG00000200355	0
ENSG00000200354	1.300500094
ENSG00000200350	1.106457223
ENSG00000169504	86.99781453
ENSG00000155966	0
ENSG00000155961	37.90286808
ENSG00000155962	0.040907749
ENSG00000169509	0.165968583
ENSG00000175556	1.423115916
ENSG00000126878	4.976865052
ENSG00000264373	0
ENSG00000126870	2.300209556
ENSG00000230701	0.259441734
ENSG00000230702	0.482734107
ENSG00000230707	0.212780235
ENSG00000270983	0.344741865
ENSG00000088808	5.113581923
ENSG00000270987	0
ENSG00000200683	0.558548117
ENSG00000214013	1.357566649
ENSG00000259077	0.220591155
ENSG00000038358	11.59333439
ENSG00000140006	4.072927998
ENSG00000236703	0
ENSG00000236700	0
ENSG00000188343	2.449394896
ENSG00000140009	0.018664133
ENSG00000164300	3.975788689
ENSG00000164303	0
ENSG00000164305	29.87606253
ENSG00000164304	0
ENSG00000164307	2.909933754
ENSG00000164306	7.682541534
ENSG00000164309	0.020484168
ENSG00000164308	0.508728816
ENSG00000237252	0.126006517
ENSG00000237251	0
ENSG00000147383	21.33228461
ENSG00000147381	0.207393394
ENSG00000153250	5.761994722
ENSG00000153253	0.017710062
ENSG00000234129	0.35834126
ENSG00000201151	3.2271669
ENSG00000116903	8.064120584
ENSG00000116906	27.1130839
ENSG00000082293	0
ENSG00000175550	143.2327029
ENSG00000242100	0
ENSG00000117115	4.183883826
ENSG00000260917	0.60323724
ENSG00000260911	0.388122523
ENSG00000260910	0.049840415
ENSG00000125834	15.57822763
ENSG00000125835	109.2691441
ENSG00000084731	8.364526297
ENSG00000084733	75.91085788
ENSG00000184209	2.192464361
ENSG00000153012	0.063258094
ENSG00000173467	0
ENSG00000101577	20.35677897
ENSG00000130948	0
ENSG00000101574	5.662764561
ENSG00000110696	18.22688985
ENSG00000110697	8.430967272
ENSG00000130943	0.022652673
ENSG00000130940	2.341802657
ENSG00000110693	0.047332658
ENSG00000088038	24.15444513
ENSG00000236279	0
ENSG00000236274	0
ENSG00000201318	0
ENSG00000088035	6.665566543
ENSG00000113525	0.036603027
ENSG00000113522	0.671789732
